number,Chinese entity name,entity binomial scientific name,Chinese sym,English sym,Chinese relation,English relation
5359,黄瓜灰色疫病,Phytophthora drechsleri,病斑暗绿色,Lesions dark green,存在症状,ManifestAs
5360,黄瓜灰色疫病,Phytophthora drechsleri,水浸状,Waterlogged,存在症状,ManifestAs
5361,黄瓜灰色疫病,Phytophthora drechsleri,白色霉状物,White mold,存在症状,ManifestAs
5362,黄瓜红粉病,Trichothecium roseum,圆形,Round,存在症状,ManifestAs
5363,黄瓜红粉病,Trichothecium roseum,椭圆形,Oval,存在症状,ManifestAs
5364,黄瓜红粉病,Trichothecium roseum,不规则形状的浅黄褐色病斑,Irregularly shaped light yellow-brown spots,存在症状,ManifestAs
5365,黄瓜红粉病,Trichothecium roseum,叶片病斑大,Large leaf spots,存在症状,ManifestAs
5366,黄瓜红粉病,Trichothecium roseum,呈椭圆形或不规则形,Oval or irregular shape,存在症状,ManifestAs
5367,黄瓜红粉病,Trichothecium roseum,病斑边缘呈浅黄褐色,The edge of the lesion is light yellow-brown,存在症状,ManifestAs
5368,黄瓜红粉病,Trichothecium roseum,中部灰白色,Middle grayish white,存在症状,ManifestAs
5369,黄瓜红粉病,Trichothecium roseum,叶片病斑,Leaf spots,存在症状,ManifestAs
5370,黄瓜红粉病,Trichothecium roseum,病斑呈圆形或椭圆形,The lesions are round or oval,存在症状,ManifestAs
5371,黄瓜红粉病,Trichothecium roseum,浅黄褐色,Light brown,存在症状,ManifestAs
5372,黄瓜红粉病,Trichothecium roseum,叶片病斑呈圆形,Circular leaf spots,存在症状,ManifestAs
5373,黄瓜红粉病,Trichothecium roseum,浅橙色霉状物,Light orange mold,存在症状,ManifestAs
5374,黄瓜红粉病,Trichothecium roseum,叶片大量枯死,Large number of leaves die,存在症状,ManifestAs
5375,黄瓜圆叶枯病,Pseudoperonospora cubensis,暗绿色水浸状病斑,Dark green water-soaked lesions,存在症状,ManifestAs
5376,黄瓜圆叶枯病,Pseudoperonospora cubensis,黑褐色的霉层,Dark brown mold layer,存在症状,ManifestAs
5377,黄瓜枯萎病,Fusarium oxysporum,子叶先变黄,Cotyledons turn yellow first,存在症状,ManifestAs
5378,黄瓜枯萎病,Fusarium oxysporum,茎部变褐溢缩或呈立枯状,The stem turns brown and shrinks or wilts,存在症状,ManifestAs
5379,黄瓜枯萎病,Fusarium oxysporum,叶片褪绿,Leaf chlorosis,存在症状,ManifestAs
5380,黄瓜枯萎病,Fusarium oxysporum,黄色斑块,Yellow patches,存在症状,ManifestAs
5381,黄瓜枯萎病,Fusarium oxysporum,全叶发黄,Yellowing of leaves,存在症状,ManifestAs
5382,黄瓜枯萎病,Fusarium oxysporum,叶片由下向上凋萎,Leaves wither from bottom to top,存在症状,ManifestAs
5383,黄瓜枯萎病,Fusarium oxysporum,侧根呈褐色腐烂,Brown rot of lateral roots,存在症状,ManifestAs
5384,黄瓜枯萎病,Fusarium oxysporum,出现黄褐色,Yellowish brown,存在症状,ManifestAs
5385,黄瓜枯萎病,Fusarium oxysporum,产生白色或粉红色霉,White or pink mold,存在症状,ManifestAs
5386,黄瓜枯萎病,Fusarium oxysporum,少许琥珀色胶质物,A little amber colloid,存在症状,ManifestAs
5387,黄瓜枯萎病,Fusarium oxysporum,维管束呈黄褐色至深褐色,Vascular bundles are yellowish brown to dark brown,存在症状,ManifestAs
5388,黄瓜蔓枯病,Mycosphaerella melonis,油渍状病斑,Oily spots,存在症状,ManifestAs
5389,黄瓜蔓枯病,Mycosphaerella melonis,椭圆形或菱形,Oval or diamond,存在症状,ManifestAs
5390,黄瓜蔓枯病,Mycosphaerella melonis,灰白色,Off-white,存在症状,ManifestAs
5391,黄瓜蔓枯病,Mycosphaerella melonis,琥珀色树脂样胶状物,Amber resinous jelly,存在症状,ManifestAs
5392,黄瓜蔓枯病,Mycosphaerella melonis,病部干缩纵裂,The diseased part shrinks and cracks,存在症状,ManifestAs
5393,黄瓜蔓枯病,Mycosphaerella melonis,病部腐烂,Diseased part rot,存在症状,ManifestAs
5394,黄瓜蔓枯病,Mycosphaerella melonis,近圆形或不规则形的大病斑,"Large, nearly circular or irregular lesions",存在症状,ManifestAs
5395,黄瓜蔓枯病,Mycosphaerella melonis,呈“Ｖ”字形或半圆形,V-shaped or semicircular,存在症状,ManifestAs
5396,黄瓜蔓枯病,Mycosphaerella melonis,淡褐色,Light brown,存在症状,ManifestAs
5397,黄瓜蔓枯病,Mycosphaerella melonis,呈黄褐色至红褐色,Yellowish brown to reddish brown,存在症状,ManifestAs
5398,黄瓜蔓枯病,Mycosphaerella melonis,果肉淡褐色软化,The flesh is light brown and softened,存在症状,ManifestAs
5399,黄瓜蔓枯病,Mycosphaerella melonis,呈心腐症,Heart rot,存在症状,ManifestAs
5400,黄瓜蔓枯病,Mycosphaerella melonis,局部烂蔓,Local rot,存在症状,ManifestAs
5401,黄瓜猝倒病,Pythium aphanidermatum,水渍状黄色病斑,Water-soaked yellow spots,存在症状,ManifestAs
5402,黄瓜猝倒病,Pythium aphanidermatum,缢缩呈线状,Linear constriction,存在症状,ManifestAs
5403,黄瓜猝倒病,Pythium aphanidermatum,白色棉絮状物,White cotton-like substance,存在症状,ManifestAs
5404,黄瓜猝倒病,Pythium aphanidermatum,水渍状大斑,Large water-soaked spots,存在症状,ManifestAs
5405,黄瓜猝倒病,Pythium aphanidermatum,白色絮状物,White floc,存在症状,ManifestAs
5406,黄瓜立枯病,Rhizoctonia solani,暗褐色病斑,Dark brown spots,存在症状,ManifestAs
5407,黄瓜立枯病,Rhizoctonia solani,近椭圆形,Nearly oval,存在症状,ManifestAs
5408,黄瓜立枯病,Rhizoctonia solani,茎基部萎缩干枯,The stem base shrinks and dries up,存在症状,ManifestAs
5409,黄瓜立枯病,Rhizoctonia solani,不倒伏,No lodging,存在症状,ManifestAs
5410,黄瓜立枯病,Rhizoctonia solani,变褐色或腐烂症状,Browning or rotting symptoms,存在症状,ManifestAs
5411,黄瓜菌核病,Sclerotinia sclerotiorum,淡绿色水浸状小斑点,Light green water-soaked spots,存在症状,ManifestAs
5412,黄瓜菌核病,Sclerotinia sclerotiorum,淡褐色病斑,Light brown spots,存在症状,ManifestAs
5413,黄瓜菌核病,Sclerotinia sclerotiorum,白色棉毛状菌丝,White cottony hyphae,存在症状,ManifestAs
5414,黄瓜菌核病,Sclerotinia sclerotiorum,黑色鼠粪状菌核,Black mouse-dung sclerotia,存在症状,ManifestAs
5415,黄瓜菌核病,Sclerotinia sclerotiorum,先呈水浸状腐烂,First waterlogged rot,存在症状,ManifestAs
5416,黄瓜菌核病,Sclerotinia sclerotiorum,白色菌丝,White mycelium,存在症状,ManifestAs
5417,黄瓜菌核病,Sclerotinia sclerotiorum,黑色菌核,Black Sclerotium,存在症状,ManifestAs
5418,黄瓜细菌性角斑病,Pseudomonas syringae,水浸状的小病斑,Small water-soaked spots,存在症状,ManifestAs
5419,黄瓜细菌性角斑病,Pseudomonas syringae,黄褐色,tan,存在症状,ManifestAs
5420,黄瓜细菌性角斑病,Pseudomonas syringae,带油光,With oily shine,存在症状,ManifestAs
5421,黄瓜细菌性角斑病,Pseudomonas syringae,乳白色菌脓,Milky white pus,存在症状,ManifestAs
5422,黄瓜细菌性角斑病,Pseudomonas syringae,病部腐烂折断,The diseased part rots and breaks,存在症状,ManifestAs
5423,黄瓜根结线虫病,Meloidogyne incognita,串珠状瘤状物,Beaded nodules,存在症状,ManifestAs
5424,黄瓜根结线虫病,Meloidogyne incognita,淡褐色腐烂,Light brown rot,存在症状,ManifestAs
5425,黄瓜根结线虫病,Meloidogyne incognita,半透明白色针头大,Translucent white needle,存在症状,ManifestAs
5426,黄瓜炭疽病,Colletotrichum orbiculare,病部呈红褐色或褐色,The diseased part is reddish brown or brown,存在症状,ManifestAs
5427,黄瓜炭疽病,Colletotrichum orbiculare,粉红色粘稠状物,Pink viscous substance,存在症状,ManifestAs
5428,黄瓜炭疽病,Colletotrichum orbiculare,病斑呈半圆形,Semicircular lesions,存在症状,ManifestAs
5429,黄瓜炭疽病,Colletotrichum orbiculare,淡褐色,Light brown,存在症状,ManifestAs
5430,黄瓜炭疽病,Colletotrichum orbiculare,黑色小粒点或淡红色粘稠状物,Black small dots or light red viscous substance,存在症状,ManifestAs
5431,黄瓜炭疽病,Colletotrichum orbiculare,瓜苗倒伏,Melon seedlings fall over,存在症状,ManifestAs
5432,黄瓜炭疽病,Colletotrichum orbiculare,圆形,Round,存在症状,ManifestAs
5433,黄瓜炭疽病,Colletotrichum orbiculare,背面水浸状小斑点,Small water-soaked spots on the back,存在症状,ManifestAs
5434,黄瓜炭疽病,Colletotrichum orbiculare,近圆形红褐色病斑,Nearly circular reddish brown spots,存在症状,ManifestAs
5435,黄瓜炭疽病,Colletotrichum orbiculare,中央颜色淡,Light center color,存在症状,ManifestAs
5436,黄瓜炭疽病,Colletotrichum orbiculare,边缘有黄色晕圈,Yellow halo around the edge,存在症状,ManifestAs
5437,黄瓜炭疽病,Colletotrichum orbiculare,橙红色胶状物,Orange-red jelly,存在症状,ManifestAs
5438,黄瓜炭疽病,Colletotrichum orbiculare,病斑龟裂穿孔,"Lesions, cracks and perforations",存在症状,ManifestAs
5439,黄瓜炭疽病,Colletotrichum orbiculare,粉红色粘稠物,Pink sticky substance,存在症状,ManifestAs
5440,黄瓜炭疽病,Colletotrichum orbiculare,水渍状,Water stain,存在症状,ManifestAs
5441,黄瓜炭疽病,Colletotrichum orbiculare,褐色或黑褐色,Brown or dark brown,存在症状,ManifestAs
5442,黄瓜炭疽病,Colletotrichum orbiculare,病斑长圆形,Lesion oblong,存在症状,ManifestAs
5443,黄瓜炭疽病,Colletotrichum orbiculare,淡黄,Light yellow,存在症状,ManifestAs
5444,黄瓜炭疽病,Colletotrichum orbiculare,灰白色至深褐色,Off-white to dark brown,存在症状,ManifestAs
5445,黄瓜灰霉病,Botrytis cinerea,花瓣腐烂,Petal rot,存在症状,ManifestAs
5446,黄瓜灰霉病,Botrytis cinerea,灰褐色霉层,Gray brown mold layer,存在症状,ManifestAs
5447,黄瓜灰霉病,Botrytis cinerea,蒂部初呈水渍状,The pedicle is initially water-stained,存在症状,ManifestAs
5448,黄瓜灰霉病,Botrytis cinerea,灰褐色霉状物,Gray-brown mold,存在症状,ManifestAs
5449,黄瓜灰霉病,Botrytis cinerea,花瓣枯萎脱落,Petals wither and fall off,存在症状,ManifestAs
5450,黄瓜灰霉病,Botrytis cinerea,淡灰褐色,Light gray brown,存在症状,ManifestAs
5451,黄瓜灰霉病,Botrytis cinerea,病斑近圆形或不,The lesions are nearly circular or not,存在症状,ManifestAs
5452,黄瓜灰霉病,Botrytis cinerea,时生有灰,There is gray,存在症状,ManifestAs
5453,黄瓜灰霉病,Botrytis cinerea,茎节腐烂,Stem node rot,存在症状,ManifestAs
5454,黄瓜灰霉病,Botrytis cinerea,瓜蔓腐烂折断,The melon vine rots and breaks,存在症状,ManifestAs
5455,黄瓜灰霉病,Botrytis cinerea,植株枯死,Plant death,存在症状,ManifestAs
5456,黄瓜根腐病,Fusarium oxysporum,呈浅褐色湿腐,Light brown wet rot,存在症状,ManifestAs
5457,黄瓜根腐病,Fusarium oxysporum,根茎部缢缩,Root constriction,存在症状,ManifestAs
5458,黄瓜根腐病,Fusarium oxysporum,维管束变褐,Browning of vascular bundles,存在症状,ManifestAs
5459,黄瓜根腐病,Fusarium oxysporum,叶片萎蔫,Leaf wilting,存在症状,ManifestAs
5460,黄瓜根腐病,Fusarium oxysporum,呈水渍状变褐腐烂,"Water-soaked, brown and rotten",存在症状,ManifestAs
5461,黄瓜根腐病,Fusarium oxysporum,全株枯死,The whole plant died,存在症状,ManifestAs
5462,黄瓜细菌性缘枯病,Pseudomonas syringae,点状斑点,Dotted spots,存在症状,ManifestAs
5463,黄瓜细菌性缘枯病,Pseudomonas syringae,水浸状,Waterlogged,存在症状,ManifestAs
5464,黄瓜细菌性缘枯病,Pseudomonas syringae,淡褐色不规则形斑,Light brown irregular spots,存在症状,ManifestAs
5465,黄瓜细菌性缘枯病,Pseudomonas syringae,大型水渍状病斑,Large water-soaked lesions,存在症状,ManifestAs
5466,黄瓜细菌性缘枯病,Pseudomonas syringae,呈楔形,Wedge-shaped,存在症状,ManifestAs
5467,黄瓜细菌性缘枯病,Pseudomonas syringae,病斑呈褐色水浸状,Brown water-soaked lesions,存在症状,ManifestAs
5468,黄瓜细菌性缘枯病,Pseudomonas syringae,黄化凋萎,Yellowing and wilt,存在症状,ManifestAs
5469,黄瓜细菌性枯萎病,Pseudomonas solanacearum,茎蔓收缩变细,The stems shrink and become thinner,存在症状,ManifestAs
5470,黄瓜细菌性枯萎病,Pseudomonas solanacearum,叶片光泽暗淡,Dull leaf luster,存在症状,ManifestAs
5471,黄瓜细菌性枯萎病,Pseudomonas solanacearum,似缺水状,Like lack of water,存在症状,ManifestAs
5472,黄瓜细菌性枯萎病,Pseudomonas solanacearum,维管束变褐色,Vascular bundles turn brown,存在症状,ManifestAs
5473,黄瓜细菌性枯萎病,Pseudomonas solanacearum,乳白色黏质物,Milky white sticky substance,存在症状,ManifestAs
5474,黄瓜细菌性枯萎病,Pseudomonas solanacearum,白色菌脓,White pus,存在症状,ManifestAs
5475,黄瓜细菌性枯萎病,Pseudomonas solanacearum,有恶臭味,There is a foul smell,存在症状,ManifestAs
5476,黄瓜病毒病,Cucumber mosaic virus,叶脉透明,Transparent leaf veins,存在症状,ManifestAs
5477,黄瓜病毒病,Cucumber mosaic virus,黄绿或深绿泡斑,Yellow-green or dark green blister,存在症状,ManifestAs
5478,黄瓜病毒病,Cucumber mosaic virus,各种畸形,Various deformities,存在症状,ManifestAs
5479,黄瓜病毒病,Cucumber mosaic virus,病叶粗糙呈革质,Diseased leaves are rough and leathery,存在症状,ManifestAs
5480,黄瓜病毒病,Cucumber mosaic virus,绒毛脱落,Villus shedding,存在症状,ManifestAs
5481,黄瓜病毒病,Cucumber mosaic virus,叶基变长,Leaf base becomes longer,存在症状,ManifestAs
5482,黄瓜病毒病,Cucumber mosaic virus,侧翼变狭变薄,Narrowing and thinning of the flanks,存在症状,ManifestAs
5483,黄瓜病毒病,Cucumber mosaic virus,叶尖细长,Slender leaf tip,存在症状,ManifestAs
5484,黄瓜病毒病,Cucumber mosaic virus,呈“鼠尾状”,Rat-tail shaped,存在症状,ManifestAs
5485,黄瓜病毒病,Cucumber mosaic virus,病叶叶缘向上卷曲,The edges of diseased leaves curl upwards,存在症状,ManifestAs
5486,黄瓜病毒病,Cucumber mosaic virus,深褐色坏死,Dark brown necrosis,存在症状,ManifestAs
5487,黄瓜斑点病,Pseudomonas syringae,病斑水浸状,Water-soaked lesions,存在症状,ManifestAs
5488,黄瓜斑点病,Pseudomonas syringae,渐变淡褐色,Gradient light brown,存在症状,ManifestAs
5489,黄瓜斑点病,Pseudomonas syringae,水浸状淡绿色晕环,Water-soaked light green halo,存在症状,ManifestAs
5490,黄瓜斑点病,Pseudomonas syringae,病斑中部呈薄纸状,The middle of the lesion is paper-thin,存在症状,ManifestAs
5491,黄瓜斑点病,Pseudomonas syringae,淡黄色或灰白色,Light yellow or off-white,存在症状,ManifestAs
5492,黄瓜幼苗腐霉根腐病,Pythium aphanidermatum,植株枯萎而死,The plant withered and died,存在症状,ManifestAs
5493,黄瓜幼苗腐霉根腐病,Pythium aphanidermatum,叶片萎蔫,Leaf wilting,存在症状,ManifestAs
5494,黄瓜幼苗腐霉根腐病,Pythium aphanidermatum,似缺水状,Like lack of water,存在症状,ManifestAs
5495,黄瓜幼苗腐霉根腐病,Pythium aphanidermatum,根毛呈水浸状,Root hairs are water-soaked,存在症状,ManifestAs
5496,黄瓜幼苗腐霉根腐病,Pythium aphanidermatum,颜色为淡褐色,Light brown in color,存在症状,ManifestAs
5497,黄瓜幼苗腐霉根腐病,Pythium aphanidermatum,呈水浸状腐烂,Waterlogged rot,存在症状,ManifestAs
5498,黄瓜叶点霉叶斑病,Pseudoperonospora cubensis,病斑呈水浸状,The lesions are water-soaked,存在症状,ManifestAs
5499,黄瓜叶点霉叶斑病,Pseudoperonospora cubensis,浅绿色水浸状晕环,Light green water-soaked halo,存在症状,ManifestAs
5500,黄瓜叶点霉叶斑病,Pseudoperonospora cubensis,病斑中间呈薄纸状,The middle of the lesion is paper-thin,存在症状,ManifestAs
5501,黄瓜叶点霉叶斑病,Pseudoperonospora cubensis,浅黄色,Light yellow,存在症状,ManifestAs
5502,黄瓜花腐病,Sclerotinia sclerotiorum,黄瓜花呈褐色腐烂状,Cucumber flowers turn brown and rotten,存在症状,ManifestAs
5503,黄瓜花腐病,Sclerotinia sclerotiorum,稀疏白色毛状物,Sparse white hairs,存在症状,ManifestAs
5504,黄瓜花腐病,Sclerotinia sclerotiorum,黑色头点状物,Black dot-shaped object,存在症状,ManifestAs
5505,黄瓜花腐病,Sclerotinia sclerotiorum,黄瓜幼瓜变软,Cucumbers become soft,存在症状,ManifestAs
5506,黄瓜花腐病,Sclerotinia sclerotiorum,淡灰色绒毛,Light grey fluff,存在症状,ManifestAs
5507,黄瓜花腐病,Sclerotinia sclerotiorum,黑色点状物,Black dots,存在症状,ManifestAs
5508,黄瓜花腐病,Sclerotinia sclerotiorum,菌丝白色,Mycelium white,存在症状,ManifestAs
5509,黄瓜软腐病,Pectobacterium carotovorum,褪绿圆斑,Chlorotic round spots,存在症状,ManifestAs
5510,黄瓜软腐病,Pectobacterium carotovorum,内部软腐,Internal soft rot,存在症状,ManifestAs
5511,黄瓜软腐病,Pectobacterium carotovorum,表皮破裂崩溃,The epidermis breaks down,存在症状,ManifestAs
5512,黄瓜细菌性圆斑病,Pseudomonas syringae,水浸状的小斑点,Small water-soaked spots,存在症状,ManifestAs
5513,黄瓜细菌性圆斑病,Pseudomonas syringae,圆形或近圆形病斑,Circular or nearly circular lesions,存在症状,ManifestAs
5514,黄瓜细菌性圆斑病,Pseudomonas syringae,黄色至褐黄色,Yellow to brownish yellow,存在症状,ManifestAs
5515,黄瓜细菌性圆斑病,Pseudomonas syringae,中间半透明,Translucent in the middle,存在症状,ManifestAs
